Platform,Spyro: A Hero's Tail,XB,Games focused on navigating an environment usually by jumping
Simulation,Cities: Skylines,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Drawn to Life Collection,DS,Games without specific genres
Role-Playing,Eternal Poison,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Gretzky NHL 06,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Gungrave: Overdose,PS2,Typically violent games where players use ranged weapons
Shooter,Metal Slug Anthology,Wii,Typically violent games where players use ranged weapons
Shooter,The Orange Box,PC,Typically violent games where players use ranged weapons
Platform,Shovel Knight,3DS,Games focused on navigating an environment usually by jumping
Sports,Pro Evolution Soccer 2015,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NBA ShootOut 2002,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Power Gig: Rise of the SixString,PS3,Games without specific genres
Puzzle,Mr. Driller: Drill Spirits,DS,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Baldur's Gate: Dark Alliance,GC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Dream Pinball 3D,Wii,Games without specific genres
Role-Playing,Star Wars: Knights of the Old Republic,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,The Operative: No One Lives Forever,PS2,Typically violent games where players use ranged weapons
Adventure,Monster House,GC,Mostly exploration games focused on letting the player explore the environment
Sports,Backyard Sports: Sandlot Sluggers,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Buck Fever,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Cabela's African Safari,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Ecco the Dolphin: Defender of the Future,PS2,Mostly exploration games focused on letting the player explore the environment
Action,Just Cause,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Hot Wheels: Beat That!,Wii,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,X-Blades,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Odin Sphere: Leifthrasir,PSV,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Homefront: The Revolution,XOne,Typically violent games where players use ranged weapons
Fighting,Godzilla: Save the Earth,XB,Usually one-on-one close-ranged games with violent attacks
Racing,Micro Machines,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Role-Playing,TRINITY: Souls of Zill O'll,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Asphalt: Urban GT 2,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Virtua Tennis 4,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Platform,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,Games focused on navigating an environment usually by jumping
Adventure,Enclave,XB,Mostly exploration games focused on letting the player explore the environment
Role-Playing,Wild ARMs XF,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,7 Days to Die,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Rayman Legends,PSV,Games focused on navigating an environment usually by jumping
Action,Dino Crisis 3,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,NFL Blitz 20-03,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Horse Life Adventures,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,College Hoops 2K8,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Risen,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Platform,Disney's Chicken Little,XB,Games focused on navigating an environment usually by jumping
Action,Transformers: Devastation,XOne,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,The Darkness II,PC,Typically violent games where players use ranged weapons
Strategy,Age of Empires: Collector's Edition,PC,Most games challenge the player to use tactics and planning to achieve victory
Action,Eragon,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Dynasty Warriors 7: Empires,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Super Puzzle Fighter II Turbo,PS,Games that challenge the player to use critical thinking skills to solve problems
Action,Star Wars: Jedi Power Battles,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Bejeweled 3,X360,Games that challenge the player to use critical thinking skills to solve problems
Action,Dead Island Definitive Collection,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,MySims Collection,Wii,Games without specific genres
Misc,Master Jin Jin's IQ Challenge,DS,Games without specific genres
Simulation,Blazing Angels 2: Secret Missions of WWII,X360,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,Rayman Arena,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,How to Train Your Dragon,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,4x4 EVO 2,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Battlefield: Hardline,PC,Typically violent games where players use ranged weapons
Role-Playing,Shining Soul,GBA,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Adventure,Brothers: A Tale of Two Sons,PS4,Mostly exploration games focused on letting the player explore the environment
Role-Playing,Monster Lab,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Dead Rising 2,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Fear Factor: Unleashed,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Hard Rock Casino,PSP,Games without specific genres
Action,Robots,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
